timestamp,source,class,confidence,frame_path
2025-07-30T10:57:56.011881,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7568812370300293,
2025-07-30T10:58:02.155163,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7477399110794067,
2025-07-30T10:58:02.987336,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6642017960548401,
2025-07-30T10:58:03.500383,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8032874464988708,
2025-07-30T10:58:04.107102,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.725040078163147,
2025-07-30T10:58:05.782782,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5568618178367615,
2025-07-30T10:58:06.897514,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7667893767356873,
2025-07-30T10:58:07.317986,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6391357779502869,
2025-07-30T10:58:07.831178,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7421777248382568,
2025-07-30T10:58:08.352356,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7271047830581665,
2025-07-30T10:58:08.773061,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5547976493835449,
2025-07-30T10:58:10.084577,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.708219051361084,
2025-07-30T10:58:10.784896,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8065287470817566,
2025-07-30T10:58:11.131844,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8062840104103088,
2025-07-30T10:58:11.598469,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7638348340988159,
2025-07-30T10:58:11.960510,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8143582940101624,
2025-07-30T10:58:12.338426,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8172800540924072,
2025-07-30T10:58:12.924553,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8269432187080383,
2025-07-30T10:58:13.237371,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6906030774116516,
2025-07-30T10:58:14.153174,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5691062808036804,
2025-07-30T10:58:14.539816,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6475010514259338,
2025-07-30T10:58:15.860647,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8076872825622559,
2025-07-30T10:58:17.471961,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5553169846534729,
2025-07-30T10:58:17.765358,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6395467519760132,
2025-07-30T10:58:21.030498,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5664107799530029,
2025-07-30T10:58:21.326179,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6770114898681641,
2025-07-30T10:58:22.620706,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5195275545120239,
2025-07-30T10:58:24.813632,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.547463595867157,
2025-07-30T10:58:26.074936,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8136265277862549,
2025-07-30T10:58:26.409691,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8259499669075012,
2025-07-30T10:58:26.784571,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7775207161903381,
2025-07-30T10:58:27.202729,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8347751498222351,
2025-07-30T10:58:27.647610,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8518955111503601,
2025-07-30T10:58:28.773529,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7202083468437195,
2025-07-30T10:58:29.112808,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7775821089744568,
2025-07-30T10:58:29.472246,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7541704177856445,
2025-07-30T10:58:29.884957,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.82656329870224,
2025-07-30T10:58:30.311595,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8438929319381714,
2025-07-30T10:58:30.708033,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.830941915512085,
2025-07-30T10:58:31.160697,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.857699990272522,
2025-07-30T10:58:31.559645,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8356394171714783,
2025-07-30T10:58:32.202637,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8534117937088013,
2025-07-30T10:58:32.606750,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8370348811149597,
2025-07-30T10:58:32.995812,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7772846221923828,
2025-07-30T10:58:33.558958,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8466750979423523,
2025-07-30T10:58:33.929543,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8749144673347473,
2025-07-30T10:58:34.354215,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8360773324966431,
2025-07-30T10:58:34.764843,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.752202570438385,
2025-07-30T10:58:35.208078,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7738381028175354,
2025-07-30T10:58:35.664176,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7739232778549194,
2025-07-30T10:58:36.042138,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7662582397460938,
2025-07-30T10:58:36.399194,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7905440330505371,
2025-07-30T10:58:43.255539,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5628337264060974,
2025-07-30T10:58:45.292056,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5732794404029846,
2025-07-30T10:58:53.063741,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7371140718460083,
2025-07-30T10:58:53.393193,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.739814817905426,
2025-07-30T10:58:53.732754,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7456049919128418,
2025-07-30T10:58:54.039614,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7747888565063477,
2025-07-30T10:58:54.423762,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7178466320037842,
2025-07-30T10:58:55.346985,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7019808292388916,
2025-07-30T10:58:55.744480,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6863352656364441,
2025-07-30T10:58:56.235474,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7045398354530334,
2025-07-30T10:58:56.661014,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5888156294822693,
2025-07-30T10:58:56.670809,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5602863430976868,
2025-07-30T10:58:57.125210,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6672561764717102,
2025-07-30T10:58:57.529413,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6496303677558899,
2025-07-30T10:58:58.025622,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6434376239776611,
2025-07-30T10:58:58.032858,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5655796527862549,
2025-07-30T10:58:58.537729,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6529532074928284,
2025-07-30T10:58:58.953822,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7813440561294556,
2025-07-30T10:58:59.374187,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5807662606239319,
2025-07-30T10:58:59.725928,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.735858678817749,
2025-07-30T10:59:00.008586,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7613653540611267,
2025-07-30T10:59:00.444064,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7702736258506775,
2025-07-30T10:59:00.785489,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6676344275474548,
2025-07-30T10:59:01.107804,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.764083206653595,
2025-07-30T10:59:01.483148,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7042641043663025,
2025-07-30T10:59:01.851172,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5944293141365051,
2025-07-30T10:59:02.363337,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7196852564811707,
2025-07-30T10:59:02.771951,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7780795097351074,
2025-07-30T10:59:03.084905,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7569079399108887,
2025-07-30T10:59:03.522115,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7206646203994751,
2025-07-30T10:59:03.922159,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7512339949607849,
2025-07-30T10:59:04.298520,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7608022093772888,
2025-07-30T10:59:04.666706,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7172275185585022,
2025-07-30T10:59:04.975599,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7147486805915833,
2025-07-30T10:59:05.388624,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7858763933181763,
2025-07-30T10:59:05.738147,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5599532723426819,
2025-07-30T10:59:06.073630,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5350629687309265,
2025-07-30T10:59:06.080976,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5072705745697021,
2025-07-30T10:59:06.433225,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6328734755516052,
2025-07-30T10:59:06.441189,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6175617575645447,
2025-07-30T10:59:06.835363,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6606495976448059,
2025-07-30T10:59:07.165447,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.650000810623169,
2025-07-30T10:59:07.532586,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6565592885017395,
2025-07-30T10:59:07.891892,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5834372639656067,
2025-07-30T10:59:10.465870,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8195664882659912,
2025-07-30T10:59:10.773447,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7935643196105957,
2025-07-30T10:59:11.258269,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7958277463912964,
2025-07-30T10:59:11.601655,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8304048776626587,
2025-07-30T10:59:11.905620,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8092809319496155,
2025-07-30T10:59:12.231222,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7063371539115906,
2025-07-30T10:59:12.527914,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7676049470901489,
2025-07-30T10:59:12.885047,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7762589454650879,
2025-07-30T10:59:15.462621,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7523478269577026,
2025-07-30T10:59:15.814538,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7800841927528381,
2025-07-30T10:59:16.346689,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7343658208847046,
2025-07-30T10:59:16.760624,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7580476999282837,
2025-07-30T10:59:17.154409,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7966858744621277,
2025-07-30T10:59:17.515766,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7933523654937744,
2025-07-30T10:59:18.066128,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7980467677116394,
2025-07-30T10:59:18.393732,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7658780813217163,
2025-07-30T10:59:18.780327,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7523625493049622,
2025-07-30T10:59:19.148206,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7906976938247681,
2025-07-30T10:59:19.560856,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7730972170829773,
2025-07-30T10:59:19.991451,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8057042956352234,
2025-07-30T10:59:20.395147,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8157511353492737,
2025-07-30T10:59:20.762092,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7361754179000854,
2025-07-30T10:59:21.163411,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7934405207633972,
2025-07-30T10:59:21.615791,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7968123555183411,
2025-07-30T10:59:22.113596,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7914846539497375,
2025-07-30T10:59:22.532475,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7553947567939758,
2025-07-30T10:59:22.891654,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7512867450714111,
2025-07-30T10:59:23.225550,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.778448760509491,
2025-07-30T10:59:23.609553,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7852075695991516,
2025-07-30T10:59:23.950809,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7902181148529053,
2025-07-30T10:59:23.958755,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.618196964263916,
2025-07-30T10:59:24.305704,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7815235257148743,
2025-07-30T10:59:24.313737,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6265371441841125,
2025-07-30T10:59:24.681054,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7880380153656006,
2025-07-30T10:59:24.687600,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.594715416431427,
2025-07-30T10:59:25.134355,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7691530585289001,
2025-07-30T10:59:25.567877,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.772371232509613,
2025-07-30T10:59:25.960086,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7317314743995667,
2025-07-30T10:59:26.314158,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7670806050300598,
2025-07-30T10:59:26.690849,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7691652774810791,
2025-07-30T10:59:27.081837,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7501026391983032,
2025-07-30T10:59:27.484551,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7695299386978149,
2025-07-30T10:59:27.773413,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7509167194366455,
2025-07-30T10:59:28.164996,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7576661109924316,
2025-07-30T10:59:28.557501,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7373201847076416,
2025-07-30T10:59:28.933537,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7002974152565002,
2025-07-30T10:59:29.313497,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6596485376358032,
2025-07-30T10:59:29.709319,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6684722304344177,
2025-07-30T10:59:30.088402,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6415531635284424,
2025-07-30T10:59:30.597769,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5309588313102722,
2025-07-30T10:59:31.137093,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5599616169929504,
2025-07-30T10:59:31.497302,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6743478178977966,
2025-07-30T10:59:31.505388,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6490174531936646,
2025-07-30T10:59:31.836654,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7292941808700562,
2025-07-30T10:59:32.196227,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7251164317131042,
2025-07-30T10:59:32.584926,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7468070983886719,
2025-07-30T10:59:32.947590,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7687699794769287,
2025-07-30T10:59:33.369782,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7330938577651978,
2025-07-30T10:59:33.769007,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7756453156471252,
2025-07-30T10:59:34.168683,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7682091593742371,
2025-07-30T10:59:34.629227,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7743922472000122,
2025-07-30T10:59:34.930043,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7751951813697815,
2025-07-30T10:59:35.299850,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7952602505683899,
2025-07-30T10:59:35.666552,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7957398891448975,
2025-07-30T10:59:39.484328,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7968989014625549,
2025-07-30T10:59:40.050381,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7850639224052429,
2025-07-30T10:59:40.499685,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6795626282691956,
2025-07-30T10:59:40.881752,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.745622456073761,
2025-07-30T10:59:41.295096,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7816729545593262,
2025-07-30T10:59:42.034171,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7824398279190063,
2025-07-30T10:59:42.584009,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8042294979095459,
2025-07-30T10:59:42.969636,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8058955669403076,
2025-07-30T10:59:43.372560,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8033686280250549,
2025-07-30T10:59:43.776040,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8032863140106201,
2025-07-30T10:59:44.276831,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7807817459106445,
2025-07-30T11:03:27.279677,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7568812370300293,
2025-07-30T11:03:27.701689,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7477399110794067,
2025-07-30T11:03:28.546276,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6642017960548401,
2025-07-30T11:03:29.135575,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.8032874464988708,
2025-07-30T11:03:30.052582,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.725040078163147,
2025-07-30T11:03:32.297929,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5568618178367615,
2025-07-30T11:03:33.683940,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7667893767356873,
2025-07-30T11:03:34.424086,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6391357779502869,
2025-07-30T11:03:34.842184,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7421777248382568,
2025-07-30T11:03:35.352033,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7271047830581665,
2025-07-30T11:06:03.888317,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6003291010856628,
2025-07-30T11:06:08.192752,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.545867383480072,
2025-07-30T11:06:11.008822,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5999189019203186,
2025-07-30T11:06:12.716463,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5551269054412842,
2025-07-30T11:06:13.012473,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5537247657775879,
2025-07-30T11:06:18.996258,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5848771333694458,
2025-07-30T11:06:19.298754,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6214669346809387,
2025-07-30T11:06:20.953259,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6516360640525818,
2025-07-30T11:06:20.960989,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5706720352172852,
2025-07-30T11:06:21.242329,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5854749083518982,
2025-07-30T11:06:21.538065,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5842817425727844,
2025-07-30T11:06:22.831741,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5152128338813782,
2025-07-30T11:06:24.529475,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7272859811782837,
2025-07-30T11:06:24.536718,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6018377542495728,
2025-07-30T11:06:24.807953,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5539067983627319,
2025-07-30T11:06:24.816960,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.516966700553894,
2025-07-30T11:06:25.312692,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6270298361778259,
2025-07-30T11:06:25.649866,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6452710032463074,
2025-07-30T11:06:34.396774,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6160828471183777,
2025-07-30T11:06:34.672253,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6330860257148743,
2025-07-30T11:06:39.309650,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5542916655540466,
2025-07-30T11:06:41.559899,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5152187347412109,
2025-07-30T11:06:41.855477,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.540535569190979,
2025-07-30T11:06:42.135309,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5703460574150085,
2025-07-30T11:06:50.003085,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5720483660697937,
2025-07-30T11:06:52.928553,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6549303531646729,
2025-07-30T11:06:53.223298,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6529685854911804,
2025-07-30T11:06:54.347351,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5941197872161865,
2025-07-30T11:06:54.683208,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7662661075592041,
2025-07-30T11:06:54.975805,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7640155553817749,
2025-07-30T11:06:55.256952,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7071495056152344,
2025-07-30T11:06:57.162843,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6132630109786987,
2025-07-30T11:06:58.649398,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.6440181136131287,
2025-07-30T11:07:01.279183,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.521460771560669,
2025-07-30T11:07:01.555245,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5215075612068176,
2025-07-30T11:07:02.442910,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.597378134727478,
2025-07-30T11:07:02.730288,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7228307127952576,
2025-07-30T11:07:03.056475,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.7268433570861816,
2025-07-30T11:07:05.264214,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5443893671035767,
2025-07-30T11:07:05.828562,video_upload,weapon dataset - v4 2024-10-02 7-18am,0.5996957421302795,
